hgnc_id	gene_symbol	ndd_ad_classes	ndd_ar_classes	ndd_adar_classes	ndd_all_classes
HGNC:386	AKR1C3	negative	negative	negative	negative
HGNC:387	AKR1C4	negative	negative	negative	negative
HGNC:23469	AKR1C8	negative	negative	negative	negative
HGNC:388	AKR1D1	uknown	uknown	uknown	uknown
HGNC:23437	AKR1E2	uknown	uknown	uknown	uknown
HGNC:389	AKR7A2	negative	negative	negative	negative
HGNC:390	AKR7A3	negative	negative	negative	negative
HGNC:24056	AKR7L	negative	negative	negative	negative
HGNC:391	AKT1	uknown	uknown	uknown	uknown
HGNC:28426	AKT1S1	negative	negative	negative	negative
HGNC:392	AKT2	uknown	uknown	uknown	uknown
HGNC:393	AKT3	positive	-	positive	positive
HGNC:16710	AKTIP	negative	negative	negative	negative
HGNC:395	ALAD	uknown	uknown	uknown	uknown
HGNC:396	ALAS1	negative	negative	negative	negative
HGNC:397	ALAS2	uknown	uknown	uknown	uknown
HGNC:399	ALB	uknown	uknown	uknown	uknown
HGNC:400	ALCAM	negative	negative	negative	negative
HGNC:402	ALDH1A1	negative	negative	negative	negative
HGNC:15472	ALDH1A2	uknown	uknown	uknown	uknown
HGNC:409	ALDH1A3	uknown	uknown	uknown	uknown
HGNC:407	ALDH1B1	uknown	uknown	uknown	uknown
HGNC:3978	ALDH1L1	negative	negative	negative	negative
HGNC:26777	ALDH1L2	uknown	uknown	uknown	uknown
HGNC:404	ALDH2	negative	negative	negative	negative
HGNC:405	ALDH3A1	negative	negative	negative	negative
HGNC:403	ALDH3A2	-	positive	positive	positive
HGNC:410	ALDH3B1	negative	negative	negative	negative
HGNC:411	ALDH3B2	negative	negative	negative	negative
HGNC:406	ALDH4A1	-	positive	positive	positive
HGNC:408	ALDH5A1	-	positive	positive	positive
HGNC:7179	ALDH6A1	uknown	uknown	uknown	uknown
HGNC:877	ALDH7A1	-	positive	positive	positive
HGNC:15471	ALDH8A1	negative	negative	negative	negative
HGNC:412	ALDH9A1	negative	negative	negative	negative
HGNC:28114	ALDH16A1	negative	negative	negative	negative
HGNC:9722	ALDH18A1	positive	positive	positive	positive
HGNC:414	ALDOA	uknown	uknown	uknown	uknown
HGNC:417	ALDOB	uknown	uknown	uknown	uknown
HGNC:418	ALDOC	negative	negative	negative	negative
HGNC:18294	ALG1	-	positive	positive	positive
HGNC:37258	ALG1L2	negative	negative	negative	negative
HGNC:23159	ALG2	uknown	uknown	uknown	uknown
HGNC:23056	ALG3	-	positive	positive	positive
HGNC:20266	ALG5	uknown	uknown	uknown	uknown
HGNC:23157	ALG6	-	positive	positive	positive
HGNC:23161	ALG8	-	positive	positive	positive
HGNC:15672	ALG9	-	positive	positive	positive
HGNC:23162	ALG10	uknown	uknown	uknown	uknown
HGNC:31088	ALG10B	uknown	uknown	uknown	uknown
HGNC:32456	ALG11	-	positive	positive	positive
HGNC:19358	ALG12	-	positive	positive	positive
HGNC:30881	ALG13	-	-	-	positive
HGNC:28287	ALG14	uknown	uknown	uknown	uknown
HGNC:427	ALK	uknown	uknown	uknown	uknown
HGNC:33775	ALKAL1	negative	negative	negative	negative
HGNC:27683	ALKAL2	negative	negative	negative	negative
HGNC:17911	ALKBH1	negative	negative	negative	negative
HGNC:32487	ALKBH2	negative	negative	negative	negative
HGNC:30141	ALKBH3	uknown	uknown	uknown	uknown
HGNC:21900	ALKBH4	negative	negative	negative	negative
HGNC:25996	ALKBH5	negative	negative	negative	negative
HGNC:28243	ALKBH6	negative	negative	negative	negative
HGNC:21306	ALKBH7	negative	negative	negative	negative
HGNC:25189	ALKBH8	-	positive	positive	positive
HGNC:17377	ALLC	negative	negative	negative	negative
HGNC:428	ALMS1	-	positive	positive	positive
HGNC:435	ALOX5	negative	negative	negative	negative
HGNC:436	ALOX5AP	negative	negative	negative	negative
HGNC:429	ALOX12	negative	negative	negative	negative
HGNC:430	ALOX12B	uknown	uknown	uknown	uknown
HGNC:433	ALOX15	negative	negative	negative	negative
HGNC:434	ALOX15B	negative	negative	negative	negative
HGNC:13743	ALOXE3	uknown	uknown	uknown	uknown
HGNC:441	ALPG	negative	negative	negative	negative
HGNC:437	ALPI	uknown	uknown	uknown	uknown
HGNC:20917	ALPK1	uknown	uknown	uknown	uknown
HGNC:20565	ALPK2	negative	negative	negative	negative
HGNC:17574	ALPK3	uknown	uknown	uknown	uknown
HGNC:438	ALPL	uknown	uknown	uknown	uknown
HGNC:439	ALPP	negative	negative	negative	negative
HGNC:443	ALS2	uknown	uknown	uknown	uknown
HGNC:20605	ALS2CL	negative	negative	negative	negative
HGNC:1494	ALX1	uknown	uknown	uknown	uknown
HGNC:449	ALX3	uknown	uknown	uknown	uknown
HGNC:450	ALX4	uknown	uknown	uknown	uknown
HGNC:19071	ALYREF	negative	negative	negative	negative
HGNC:451	AMACR	uknown	uknown	uknown	uknown
HGNC:452	AMBN	uknown	uknown	uknown	uknown
HGNC:453	AMBP	negative	negative	negative	negative
HGNC:25990	AMBRA1	uknown	uknown	uknown	uknown
HGNC:457	AMD1	negative	negative	negative	negative
HGNC:28577	AMDHD1	negative	negative	negative	negative
HGNC:24262	AMDHD2	negative	negative	negative	negative
HGNC:461	AMELX	uknown	uknown	uknown	uknown
HGNC:462	AMELY	negative	negative	negative	negative
HGNC:26837	AMER1	-	-	-	positive
HGNC:26360	AMER2	negative	negative	negative	negative
HGNC:26771	AMER3	negative	negative	negative	negative
HGNC:463	AMFR	negative	negative	negative	negative
HGNC:464	AMH	uknown	uknown	uknown	uknown
HGNC:465	AMHR2	uknown	uknown	uknown	uknown
HGNC:20824	AMIGO1	negative	negative	negative	negative
HGNC:24073	AMIGO2	negative	negative	negative	negative
HGNC:24075	AMIGO3	negative	negative	negative	negative
HGNC:467	AMMECR1	uknown	uknown	uknown	uknown
HGNC:28658	AMMECR1L	negative	negative	negative	negative
HGNC:14604	AMN	uknown	uknown	uknown	uknown
HGNC:27281	AMN1	negative	negative	negative	negative
HGNC:17810	AMOT	negative	negative	negative	negative
HGNC:17811	AMOTL1	uknown	uknown	uknown	uknown
HGNC:17812	AMOTL2	negative	negative	negative	negative
HGNC:468	AMPD1	uknown	uknown	uknown	uknown
HGNC:469	AMPD2	-	positive	positive	positive
HGNC:470	AMPD3	negative	negative	negative	negative
HGNC:471	AMPH	negative	negative	negative	negative
HGNC:473	AMT	-	positive	positive	positive
HGNC:33188	AMTN	uknown	uknown	uknown	uknown
HGNC:474	AMY1A	negative	negative	negative	negative
HGNC:475	AMY1B	negative	negative	negative	negative
HGNC:476	AMY1C	negative	negative	negative	negative
HGNC:477	AMY2A	negative	negative	negative	negative
HGNC:478	AMY2B	negative	negative	negative	negative
HGNC:22231	AMZ1	negative	negative	negative	negative
HGNC:28041	AMZ2	negative	negative	negative	negative
HGNC:19988	ANAPC1	uknown	uknown	uknown	uknown
HGNC:19989	ANAPC2	negative	negative	negative	negative
HGNC:19990	ANAPC4	negative	negative	negative	negative
HGNC:15713	ANAPC5	negative	negative	negative	negative
HGNC:17380	ANAPC7	negative	negative	negative	negative
HGNC:24077	ANAPC10	negative	negative	negative	negative
HGNC:14452	ANAPC11	negative	negative	negative	negative
HGNC:24540	ANAPC13	negative	negative	negative	negative
HGNC:24531	ANAPC15	negative	negative	negative	negative
HGNC:26976	ANAPC16	negative	negative	negative	negative
HGNC:483	ANG	uknown	uknown	uknown	uknown
HGNC:19961	ANGEL1	negative	negative	negative	negative
HGNC:30534	ANGEL2	negative	negative	negative	negative
HGNC:484	ANGPT1	uknown	uknown	uknown	uknown
HGNC:485	ANGPT2	uknown	uknown	uknown	uknown
HGNC:487	ANGPT4	negative	negative	negative	negative
HGNC:489	ANGPTL1	negative	negative	negative	negative
HGNC:490	ANGPTL2	negative	negative	negative	negative
HGNC:491	ANGPTL3	uknown	uknown	uknown	uknown
HGNC:16039	ANGPTL4	negative	negative	negative	negative
HGNC:19705	ANGPTL5	negative	negative	negative	negative
HGNC:23140	ANGPTL6	uknown	uknown	uknown	uknown
HGNC:24078	ANGPTL7	negative	negative	negative	negative
HGNC:24933	ANGPTL8	negative	negative	negative	negative
HGNC:40024	ANHX	negative	negative	negative	negative
HGNC:492	ANK1	uknown	uknown	uknown	uknown
HGNC:493	ANK2	positive	-	positive	positive
HGNC:494	ANK3	positive	positive	positive	positive
HGNC:26350	ANKAR	negative	negative	negative	negative
HGNC:28002	ANKDD1A	negative	negative	negative	negative
HGNC:32525	ANKDD1B	negative	negative	negative	negative
HGNC:15803	ANKEF1	negative	negative	negative	negative
HGNC:26766	ANKFN1	negative	negative	negative	negative
HGNC:20763	ANKFY1	uknown	uknown	uknown	uknown
HGNC:15492	ANKH	uknown	uknown	uknown	uknown
HGNC:24714	ANKHD1	negative	negative	negative	negative
HGNC:22215	ANKIB1	negative	negative	negative	negative
HGNC:21027	ANKK1	negative	negative	negative	negative
HGNC:26812	ANKLE1	negative	negative	negative	negative
HGNC:29101	ANKLE2	uknown	uknown	uknown	uknown
HGNC:20987	ANKMY1	negative	negative	negative	negative
HGNC:25370	ANKMY2	negative	negative	negative	negative
HGNC:13208	ANKRA2	negative	negative	negative	negative
HGNC:15819	ANKRD1	uknown	uknown	uknown	uknown
HGNC:495	ANKRD2	negative	negative	negative	negative
HGNC:17280	ANKRD6	negative	negative	negative	negative
HGNC:18588	ANKRD7	negative	negative	negative	negative
HGNC:20096	ANKRD9	negative	negative	negative	negative
HGNC:20265	ANKRD10	negative	negative	negative	negative
HGNC:21316	ANKRD11	positive	-	positive	positive
HGNC:29135	ANKRD12	negative	negative	negative	negative
HGNC:21268	ANKRD13A	negative	negative	negative	negative
HGNC:26363	ANKRD13B	negative	negative	negative	negative
HGNC:25374	ANKRD13C	negative	negative	negative	negative
HGNC:27880	ANKRD13D	negative	negative	negative	negative
HGNC:23471	ANKRD16	negative	negative	negative	negative
HGNC:23575	ANKRD17	positive	-	positive	positive
HGNC:23643	ANKRD18A	negative	negative	negative	negative
HGNC:23644	ANKRD18B	negative	negative	negative	negative
HGNC:23665	ANKRD20A1	negative	negative	negative	negative
HGNC:28321	ANKRD22	negative	negative	negative	negative
HGNC:24470	ANKRD23	negative	negative	negative	negative
HGNC:29424	ANKRD24	negative	negative	negative	negative
HGNC:29186	ANKRD26	uknown	uknown	uknown	uknown
HGNC:25310	ANKRD27	negative	negative	negative	negative
HGNC:29024	ANKRD28	negative	negative	negative	negative
HGNC:27110	ANKRD29	negative	negative	negative	negative
HGNC:17234	ANKRD30A	negative	negative	negative	negative
HGNC:24165	ANKRD30B	negative	negative	negative	negative
HGNC:35167	ANKRD30BL	negative	negative	negative	negative
HGNC:26853	ANKRD31	negative	negative	negative	negative
HGNC:13788	ANKRD33	negative	negative	negative	negative
HGNC:35240	ANKRD33B	negative	negative	negative	negative
HGNC:27639	ANKRD34A	uknown	uknown	uknown	uknown
HGNC:33736	ANKRD34B	negative	negative	negative	negative
HGNC:33888	ANKRD34C	negative	negative	negative	negative
HGNC:26323	ANKRD35	uknown	uknown	uknown	uknown
HGNC:24079	ANKRD36	negative	negative	negative	negative
HGNC:29333	ANKRD36B	negative	negative	negative	negative
HGNC:32946	ANKRD36C	negative	negative	negative	negative
HGNC:29593	ANKRD37	negative	negative	negative	negative
HGNC:28640	ANKRD39	negative	negative	negative	negative
HGNC:28233	ANKRD40	negative	negative	negative	negative
HGNC:26080	ANKRD40CL	negative	negative	negative	negative
HGNC:26752	ANKRD42	negative	negative	negative	negative
HGNC:25259	ANKRD44	negative	negative	negative	negative
HGNC:24786	ANKRD45	negative	negative	negative	negative
HGNC:27229	ANKRD46	negative	negative	negative	negative
HGNC:25970	ANKRD49	negative	negative	negative	negative
HGNC:29223	ANKRD50	negative	negative	negative	negative
HGNC:26614	ANKRD52	negative	negative	negative	negative
HGNC:25691	ANKRD53	negative	negative	negative	negative
HGNC:25185	ANKRD54	negative	negative	negative	negative
HGNC:25681	ANKRD55	negative	negative	negative	negative
HGNC:16217	ANKRD60	negative	negative	negative	negative
HGNC:22467	ANKRD61	negative	negative	negative	negative
HGNC:35241	ANKRD62	negative	negative	negative	negative
HGNC:40027	ANKRD63	negative	negative	negative	negative
HGNC:42950	ANKRD65	negative	negative	negative	negative
HGNC:44669	ANKRD66	negative	negative	negative	negative
HGNC:20961	ANKS1A	negative	negative	negative	negative
HGNC:24600	ANKS1B	uknown	uknown	uknown	uknown
HGNC:29422	ANKS3	negative	negative	negative	negative
HGNC:26795	ANKS4B	negative	negative	negative	negative
HGNC:26724	ANKS6	uknown	uknown	uknown	uknown
HGNC:29642	ANKUB1	negative	negative	negative	negative
HGNC:25527	ANKZF1	negative	negative	negative	negative
HGNC:14082	ANLN	uknown	uknown	uknown	uknown
HGNC:21625	ANO1	uknown	uknown	uknown	uknown
HGNC:1183	ANO2	negative	negative	negative	negative
HGNC:14004	ANO3	uknown	uknown	uknown	uknown
HGNC:23837	ANO4	negative	negative	negative	negative
HGNC:27337	ANO5	uknown	uknown	uknown	uknown
HGNC:25240	ANO6	uknown	uknown	uknown	uknown
HGNC:31677	ANO7	negative	negative	negative	negative
HGNC:29329	ANO8	uknown	uknown	uknown	uknown
HGNC:20679	ANO9	negative	negative	negative	negative
HGNC:25519	ANO10	uknown	uknown	uknown	uknown
HGNC:6211	ANOS1	uknown	uknown	uknown	uknown
HGNC:13233	ANP32A	negative	negative	negative	negative
HGNC:16677	ANP32B	negative	negative	negative	negative
HGNC:16676	ANP32D	negative	negative	negative	negative
HGNC:16673	ANP32E	negative	negative	negative	negative
HGNC:500	ANPEP	uknown	uknown	uknown	uknown
HGNC:14152	ANTKMT	negative	negative	negative	negative
HGNC:21014	ANTXR1	uknown	uknown	uknown	uknown
HGNC:21732	ANTXR2	uknown	uknown	uknown	uknown
HGNC:27277	ANTXRL	negative	negative	negative	negative
HGNC:533	ANXA1	uknown	uknown	uknown	uknown
HGNC:537	ANXA2	negative	negative	negative	negative
HGNC:33463	ANXA2R	negative	negative	negative	negative
HGNC:541	ANXA3	uknown	uknown	uknown	uknown
HGNC:542	ANXA4	negative	negative	negative	negative
HGNC:543	ANXA5	negative	negative	negative	negative
HGNC:544	ANXA6	negative	negative	negative	negative
HGNC:545	ANXA7	negative	negative	negative	negative
HGNC:546	ANXA8	negative	negative	negative	negative
HGNC:23334	ANXA8L1	negative	negative	negative	negative
HGNC:547	ANXA9	negative	negative	negative	negative
HGNC:534	ANXA10	negative	negative	negative	negative
HGNC:535	ANXA11	uknown	uknown	uknown	uknown
HGNC:536	ANXA13	negative	negative	negative	negative
HGNC:548	AOAH	negative	negative	negative	negative
HGNC:80	AOC1	negative	negative	negative	negative
HGNC:549	AOC2	negative	negative	negative	negative
HGNC:550	AOC3	negative	negative	negative	negative
HGNC:1361	AOPEP	negative	negative	negative	negative
HGNC:553	AOX1	uknown	uknown	uknown	uknown
HGNC:28808	AP1AR	negative	negative	negative	negative
HGNC:554	AP1B1	negative	negative	negative	negative
HGNC:555	AP1G1	positive	-	positive	positive
HGNC:556	AP1G2	negative	negative	negative	negative
HGNC:13667	AP1M1	negative	negative	negative	negative
HGNC:558	AP1M2	negative	negative	negative	negative
HGNC:559	AP1S1	-	positive	positive	positive
HGNC:560	AP1S2	-	-	-	positive
HGNC:18971	AP1S3	uknown	uknown	uknown	uknown
HGNC:561	AP2A1	negative	negative	negative	negative
HGNC:562	AP2A2	negative	negative	negative	negative
HGNC:563	AP2B1	negative	negative	negative	negative
HGNC:564	AP2M1	positive	-	positive	positive
HGNC:565	AP2S1	uknown	uknown	uknown	uknown
HGNC:566	AP3B1	-	positive	positive	positive
HGNC:567	AP3B2	-	positive	positive	positive
HGNC:568	AP3D1	uknown	uknown	uknown	uknown
HGNC:569	AP3M1	negative	negative	negative	negative
HGNC:570	AP3M2	negative	negative	negative	negative
HGNC:2013	AP3S1	negative	negative	negative	negative
HGNC:571	AP3S2	negative	negative	negative	negative
HGNC:572	AP4B1	-	positive	positive	positive
HGNC:573	AP4E1	-	positive	positive	positive
HGNC:574	AP4M1	-	positive	positive	positive
HGNC:575	AP4S1	-	positive	positive	positive
HGNC:25104	AP5B1	negative	negative	negative	negative
HGNC:20192	AP5M1	negative	negative	negative	negative
HGNC:15875	AP5S1	negative	negative	negative	negative
HGNC:22197	AP5Z1	uknown	uknown	uknown	uknown
HGNC:576	APAF1	uknown	uknown	uknown	uknown
HGNC:578	APBA1	negative	negative	negative	negative
HGNC:579	APBA2	uknown	uknown	uknown	uknown
HGNC:580	APBA3	negative	negative	negative	negative
HGNC:581	APBB1	uknown	uknown	uknown	uknown
HGNC:17379	APBB1IP	negative	negative	negative	negative
HGNC:582	APBB2	negative	negative	negative	negative
HGNC:20708	APBB3	negative	negative	negative	negative
HGNC:583	APC	uknown	uknown	uknown	uknown
HGNC:24036	APC2	-	positive	positive	positive
HGNC:15718	APCDD1	uknown	uknown	uknown	uknown
HGNC:26892	APCDD1L	negative	negative	negative	negative
HGNC:584	APCS	negative	negative	negative	negative
HGNC:586	APEH	negative	negative	negative	negative
HGNC:48925	APELA	negative	negative	negative	negative
HGNC:587	APEX1	negative	negative	negative	negative
HGNC:17889	APEX2	negative	negative	negative	negative
HGNC:29509	APH1A	uknown	uknown	uknown	uknown
HGNC:24080	APH1B	negative	negative	negative	negative
HGNC:594	API5	negative	negative	negative	negative
HGNC:17581	APIP	negative	negative	negative	negative
HGNC:28724	APLF	negative	negative	negative	negative
HGNC:16665	APLN	negative	negative	negative	negative
HGNC:339	APLNR	negative	negative	negative	negative
HGNC:597	APLP1	negative	negative	negative	negative
HGNC:598	APLP2	negative	negative	negative	negative
HGNC:13238	APMAP	negative	negative	negative	negative
HGNC:600	APOA1	uknown	uknown	uknown	uknown
HGNC:601	APOA2	uknown	uknown	uknown	uknown
HGNC:602	APOA4	negative	negative	negative	negative
HGNC:17288	APOA5	uknown	uknown	uknown	uknown
HGNC:603	APOB	uknown	uknown	uknown	uknown
HGNC:604	APOBEC1	negative	negative	negative	negative
HGNC:605	APOBEC2	negative	negative	negative	negative
HGNC:17343	APOBEC3A	negative	negative	negative	negative
HGNC:17352	APOBEC3B	negative	negative	negative	negative
HGNC:17353	APOBEC3C	negative	negative	negative	negative
HGNC:17354	APOBEC3D	negative	negative	negative	negative
HGNC:17356	APOBEC3F	negative	negative	negative	negative
HGNC:17357	APOBEC3G	negative	negative	negative	negative
HGNC:24100	APOBEC3H	negative	negative	negative	negative
HGNC:32152	APOBEC4	negative	negative	negative	negative
HGNC:24087	APOBR	negative	negative	negative	negative
HGNC:607	APOC1	negative	negative	negative	negative
HGNC:609	APOC2	uknown	uknown	uknown	uknown
HGNC:610	APOC3	uknown	uknown	uknown	uknown
HGNC:611	APOC4	negative	negative	negative	negative
HGNC:612	APOD	negative	negative	negative	negative
HGNC:613	APOE	uknown	uknown	uknown	uknown
HGNC:615	APOF	negative	negative	negative	negative
HGNC:616	APOH	uknown	uknown	uknown	uknown
HGNC:618	APOL1	uknown	uknown	uknown	uknown
HGNC:619	APOL2	negative	negative	negative	negative
HGNC:14868	APOL3	negative	negative	negative	negative
HGNC:14867	APOL4	negative	negative	negative	negative
HGNC:14869	APOL5	negative	negative	negative	negative
HGNC:14870	APOL6	negative	negative	negative	negative
HGNC:25268	APOLD1	uknown	uknown	uknown	uknown
HGNC:13916	APOM	negative	negative	negative	negative
HGNC:28727	APOO	uknown	uknown	uknown	uknown
HGNC:24009	APOOL	negative	negative	negative	negative
HGNC:620	APP	uknown	uknown	uknown	uknown
HGNC:622	APPBP2	negative	negative	negative	negative
